Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
BEND3	16636.5	19219.5	24489.6	53739.5	66795	55945.5	12830.4	12253.3	21064.6	0	3134.09	0	6994.19	6357.15	9861.28	33458.9	68576.1	78095.3	0	0	0	2143.06	3802.1	0
CAMSAP1	49894.7	56617.9	87316.8	8032.25	15285.5	4746.14	35744.2	23564.7	39234.3	6063.15	7952.21	5361.14	60443	57449.9	67356.2	49815.7	48197.6	59718	0	0	0	0	0	0
UBAP2	53868.2	48570.9	94269.8	7920.31	15410.7	7452.27	36326.4	38990.7	69144.7	8404.33	10358.4	9136.36	29236.2	29591.2	30919.3	93485.7	102528	111840	1245.05	5185.2	4156.14	4619.17	4554.17	7300.26
QNG1	6331.25	7525.27	12810.4	0	7707.27	2823.09	0	0	0	0	0	0	0	0	0	0	0	1801.07	0	0	0	0	0	0
KIF24	14836.4	32524.1	20221.6	0	0	0	0	2559.11	4041.16	0	0	0	5692.22	5940.22	7157.29	3398.14	3917.1	17613.5	0	0	0	0	0	0
GORAB	0	875.045	0	0	0	0	0	968.031	0	0	0	0	0	0	0	0	702.037	0	0	0	0	0	0	0
TSTD2	43152.4	40553.6	62562.3	7879.23	9008.28	5370.17	41440.7	35090.3	44727.8	7902.25	8445.33	8895.33	18555.5	20889.7	18643.6	44925.8	48609	68080.5	0	0	0	2018.06	0	3260.13
HENMT1	6373.24	4992.23	6507.25	1935.08	4342.18	1464.06	0	0	4851.21	0	0	0	1286.05	0	0	2884.12	6230.23	7514.29	0	0	0	0	0	0
RBM26	0	0	1312.06	10503.3	15419.5	9134.26	1709.08	0	2750.12	0	0	0	1212.05	883.038	2022.08	16621.5	17807.6	21767.7	0	0	0	0	0	0
ATAD3B	7148.28	1303.07	0	0	866.053	0	0	0	0	1002.04	1962.08	0	0	0	0	0	7314.25	0	852.036	0	0	0	0	0
WLS	7681.2	9582.25	8661.19	16684.4	26688.6	16014.4	5124.12	5884.16	6353.16	0	0	0	0	1630.04	1968.05	6884.17	7900.21	10861.3	0	0	0	0	0	0
CCDC18	39884.5	31978.9	59560.2	0	0	0	22141.6	15837.5	25944.8	0	0	0	13499.4	9666.27	10135.3	85444.3	79506.4	22333.6	0	0	0	0	0	0
INTS11	8462.2	10538.3	14232.4	22085.6	30880.9	16899.4	5139.13	0	8666.23	0	1216.03	0	2821.07	3032.08	0	20464.6	23181.6	37952	0	0	0	0	1218.03	0
TUT4	6244.18	4580.14	8808.31	0	0	0	6010.16	8117.21	7305.2	0	0	0	3990.1	4266.11	4020.11	8135.21	6901.2	10700.3	0	0	0	0	0	0
CEP162	6413.24	6875.25	10189.4	0	0	0	0	0	0	0	0	0	10008.3	9203.31	8203.21	7019.24	6189.19	8157.25	0	0	0	0	0	0
RC3H1	8057.24	8649.23	12311.3	0	0	0	6511.19	3845.11	7598.22	0	0	0	0	2535.08	2691.07	10681.3	10150.3	15696.4	0	0	0	0	0	0
SH3PXD2A	0	0	3887.16	0	0	0	11236.3	9618.25	4814.16	0	0	0	12457.3	9800.24	11054.3	2776.09	15162.5	0	0	0	0	0	0	0
H3-7	139354	67839.7	171422	117168	125549	25871.6	151075	66850.6	171181	33179.3	45022.2	19134.6	26551.6	58437.5	37253.9	132244	194337	210811	14392.5	63312.4	55324.4	28626	37671.8	25160.8
IFFO2	16181.5	16155.5	19853.7	2883.1	9100.31	3112.1	0	0	0	0	0	0	0	0	0	1914.06	0	6965.24	0	0	0	0	0	0
NT5DC1	4444.16	2341.07	6776.26	3307.08	3323.11	7715.27	9215.29	4779.19	9763.37	2520.09	2472.09	0	1361.04	2037.06	2185.07	6987.24	7348.25	7102.22	2215.08	2857.1	1419.05	1258.04	1502.05	1683.06
TMCO4	0	0	0	0	6390.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHDC1	6636.18	6447.22	6884.21	33119	45144.6	30732.9	5180.16	3878.1	7701.27	0	0	0	2935.08	3621.1	1882.04	111500	86830.6	58629.1	0	0	0	0	0	0
VPS13D	8562.24	11708.3	13968.4	0	21441.5	0	4601.12	5466.16	8057.19	0	0	0	2894.08	0	1678.05	14377.5	12554.3	12048.3	0	0	0	0	0	0
PRR14L	2379.11	1650.07	5686.19	15360.5	23769.8	9208.3	2145.08	0	3358.13	0	0	0	0	2582.08	1206.05	13629.4	13956.4	20531.8	0	0	0	0	0	0
LIN9	2344.09	4318.16	4615.16	5405.16	8296.24	5997.16	3737.1	2134.07	2996.12	0	0	0	1006.04	0	1739.06	6896.25	8786.32	9753.34	0	0	0	0	0	0
CROCC	8749.24	6537.21	21547.9	0	0	0	0	0	0	0	0	0	0	0	0	0	9314.24	0	0	0	0	0	0	0
ASPHD1	0	0	0	0	5140.16	2832.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYRM7	47560.1	53908.3	63961.6	7581.16	11516.3	4976.13	10454.2	10747.3	19464.5	2408.06	2191.05	0	0	0	0	0	7772.19	14245.4	1709.04	0	0	2824.07	4127.1	4010.1
RIF1	8296.28	12196.4	12642.3	66229.1	89794	54466.6	10454.4	8304.26	14682.6	2394.11	3869.12	976.032	7736.23	5680.17	7847.21	54183.5	60791.1	70461.5	0	0	0	1089.05	2021.08	1547.06
VPS53	7371.18	8061.18	8178.17	0	2062.06	1508.03	5952.13	4096.1	9865.23	0	0	0	0	0	3117.07	5680.15	8193.19	11182.3	0	0	0	0	0	0
STRIP1	28450.8	24922.7	34230	7779.23	13742.3	6585.16	27185.8	18056.5	29877.8	2943.08	0	0	8632.24	8512.23	9010.26	27700.8	29115.8	33084.9	0	0	0	0	0	0
CEP350	53693.8	55946.8	70663.3	12613.4	18233.7	9958.27	37211.2	30804	49987.6	68145.1	24566.8	20029.7	39673.3	45946.4	35452.2	55419.9	54350.7	58555.6	0	0	0	4391.15	5134.16	5230.15
CDC42BPA	11043.3	10656.3	14252.4	0	2265.07	5170.14	11391.3	8385.22	11561.3	4645.11	2745.07	1984.05	2584.07	1797.04	3114.09	15131.3	14421.4	18778.6	0	0	0	0	0	0
RPRD2	17757.6	12282.4	28400.9	53134.7	89262.1	46602.5	31525.8	11298.4	26300.9	1732.05	3350.11	0	8539.27	8480.29	10005.4	105022	109517	115436	0	0	0	5859.18	6023.2	7979.25
RNF220	0	0	0	4893.13	9111.22	4573.13	0	0	0	0	0	0	0	0	0	7666.19	6779.19	7734.2	0	0	0	0	0	0
ANGEL2	0	0	0	3654.1	4681.11	3481.09	0	0	0	0	0	0	0	0	0	0	0	572.019	0	0	0	0	0	0
PRPF38B	4145.11	3829.1	8462.29	4707.11	5021.12	1616.05	3214.08	2991.07	4927.12	0	0	2196.08	0	0	2278.08	2867.07	6634.15	10230.3	0	0	0	0	0	0
RNF20	5588.2	7107.3	8594.34	15520.6	29311.1	15868.7	4339.13	5327.21	7096.31	0	0	0	0	2438.1	2620.1	18831.8	23497	39022.6	0	0	0	0	0	0
PDE4DIP	29122.8	30613.8	31813.9	0	6016.16	0	18274.5	13983.4	18574.5	975.026	6581.17	1929.07	89579.4	90963.4	89553.3	31361.8	30917.8	28724.8	0	0	0	0	0	0
ZNF318	5595.17	0	8565.34	18719.5	24069.9	13080.4	9931.39	5605.24	32353.9	1071.04	0	0	3436.14	3306.14	2674.1	23105	45586.3	37931	0	406.01	0	0	0	0
FAM171A1	7930.19	7991.19	10468.3	0	0	0	8357.2	7682.2	10694.3	2533.06	0	2990.08	0	0	0	28141.7	13407.3	17874.4	0	0	0	0	0	0
ARHGEF16	5086.15	4764.12	11343.4	0	0	0	2833.08	4725.13	4676.11	0	0	0	1539.04	1644.04	0	4983.13	4682.12	5398.14	0	0	0	0	0	0
CDKAL1	13878.5	19440.7	23111.8	17800.6	28911.9	13713.4	14024.4	17621.6	15438.5	3042.09	0	4399.12	8095.25	6004.19	5184.18	22384.8	24600.9	39355.4	0	0	0	0	0	0
MYSM1	0	0	0	8585.27	9131.34	4182.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOCAD	10018.3	12686.3	13379.4	4582.13	9917.31	4266.15	8775.25	9065.26	11118.4	0	0	0	3587.11	4425.12	5153.16	9114.27	10754.4	13567.5	0	0	0	0	0	0
TAF3	0	0	0	0	3294.09	0	0	0	0	0	0	0	0	0	0	7006.25	5524.15	10316.4	0	0	0	0	0	0
TASOR2	18283.7	20708.5	29235.7	46536.5	64868.7	44370.1	22173.6	20132.7	22942.6	2308.06	3510.12	2246.07	8660.24	9474.25	9834.28	86374.1	82253.1	102786	919.03	0	0	3290.09	3361.11	1454.04
RSBN1	0	0	0	5740.16	6949.19	3397.11	0	0	0	0	0	0	0	0	0	9775.28	9523.32	15345.5	0	0	0	0	0	0
DAB2IP	8730.29	8101.26	8712.32	0	0	0	7903.21	6121.15	8110.21	791.03	0	2172.05	2394.06	1139.05	3368.11	7220.19	8161.2	7168.3	0	0	0	0	0	0
LYPLAL1	1704.05	2448.08	4616.14	1364.04	2671.08	1613.05	0	5273.14	0	2128.06	0	0	0	0	900.029	0	0	5165.15	2460.06	3851.11	3722.1	0	4171.11	0
ECPAS	19915.5	19743.5	25019.7	10120.2	14318.4	9426.24	12352.3	12809.3	16488.4	508.019	1454.08	611.023	3439.11	4427.12	3926.11	20200.5	19336.5	18952.5	0	0	0	0	0	0
TUT7	10793.3	11185.4	18031.6	1462.05	3606.11	1359.05	8744.29	7994.23	13687.5	1375.04	2422.09	1897.06	9592.33	13350.4	9968.26	15225.4	14286.5	18949.7	0	0	0	0	0	0
DENND4C	47250.2	60202.5	61362.5	3395.09	6757.2	2852.09	38375.3	30884	42361.4	5581.2	7808.25	7153.21	15111.4	12822.4	13043.5	52002.6	54893.8	57651.4	0	0	0	824.025	895.027	0
NAA35	0	0	4614.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8671.38	0	0	0	0	0	0
CARMIL1	29821.8	35326.9	54757.4	5277.14	8523.23	4832.12	27679.7	24041.6	42224.1	3362.09	3202.11	3301.09	8253.22	7679.2	7374.2	29277.9	31998.9	44153.1	0	0	0	0	0	0
ZMYM4	9415.29	15022.4	13603.4	33167.9	47029.3	22080.6	8846.27	5875.16	12693.4	0	0	0	6705.2	38291.1	22542.7	34335.1	46835.4	37085.2	0	0	0	0	0	0
OBI1	5713.23	9658.26	9434.42	15123.4	7966.38	4160.18	3848.12	2517.07	4074.13	1117.03	0	0	1443.06	0	1898.05	7621.25	8685.38	13330.4	0	0	0	0	0	0
USPL1	0	0	0	589.027	3921.12	0	0	0	0	0	0	0	0	0	0	0	1063.04	0	0	0	0	0	0	0
FHIP2A	13936.4	13556.4	10319.3	0	0	0	12885.4	11368.4	12351.4	0	0	0	3849.11	7090.18	5828.17	15611.5	12822.4	12602.3	0	0	0	0	0	0
TENT4A	0	0	0	0	0	5971.15	0	0	0	0	0	0	0	0	13203.3	0	2987.11	0	0	0	0	0	0	0
KRT79	43041.2	33978.9	50370.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF123	18353.6	7852.21	11967.3	0	7788.43	0	2660.07	1545.06	15308.4	0	0	0	0	0	0	0	2087.08	9216.21	0	0	0	0	0	0
FBXW9	3273.1	16427.5	20239.6	2018.06	6172.15	3961.11	17758.6	5922.14	2974.12	0	0	0	3622.11	0	0	16186.5	0	22320.6	0	0	0	0	0	0
RNF213	72283.1	66980.9	89200.5	7139.16	42301.3	22151.7	54072.7	52067.5	30273.8	3351.08	3740.14	2438.07	4694.17	18655.5	4886.13	72202.1	66873.9	70645.9	0	0	0	0	0	0
TNS2	5057.17	4847.15	49148.4	0	1738.05	0	0	0	0	0	0	0	0	0	1595.05	6097.19	0	15580.5	0	0	0	0	0	0
KANK2	102592	91133.8	139912	7521.2	10562.3	4637.14	92540.7	79923.6	119541	23210.7	30001.9	21922.7	21351.6	28650.9	28564.9	91835.7	103322	84590.5	1987.08	0	0	2971.08	4066.11	3178.11
WASHC2A	29620	31782	39930.5	3830.13	2487.06	2074.07	40317.3	41266.4	55629.9	6181.19	9041.29	5717.19	12282.4	11905.4	11990.4	45000.6	43061.4	68523.6	0	0	0	2372.13	595.015	1495.04
LPCAT4	0	0	0	0	8956.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR25	5102.13	0	8884.23	0	6259.15	4629.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3	5520.15	5691.16	6192.17	0	0	0	12154.4	12069.3	8628.24	7641.2	9063.24	7288.19	0	1440.04	0	18737.5	24648.7	25920.7	0	0	0	0	0	0
FAM91A1	447.01	0	5749.18	0	0	0	0	0	0	0	0	0	0	0	0	3601.1	0	11857.4	0	0	0	0	0	0
ICE2	11227.3	14235.4	15650.6	7787.24	12074.4	6619.2	7926.26	6598.24	10960.3	0	0	0	2632.09	3822.13	3556.11	19834.7	20191.6	25700.9	0	0	0	0	0	0
LARP1B	4569.14	20457.6	5001.15	0	0	0	3663.1	4022.12	5793.17	0	0	0	2131.06	2540.08	2139.07	6626.22	6196.19	8774.27	0	0	0	0	0	0
CEP135	17569.4	16651.4	20652.7	0	0	0	6572.16	0	0	0	0	0	6909.19	6670.16	6511.16	2884.07	2775.12	3647.13	0	0	0	0	0	0
TBC1D9B	4075.14	6935.25	10376.3	0	0	0	4151.09	3125.12	3268.08	0	0	0	0	0	0	5344.18	8460.29	9824.33	0	0	0	0	0	0
DCAF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2695.07	0	0	0	0	0	0
MAP1S	0	0	0	0	1798.05	0	0	0	5254.14	0	0	0	6160.15	3930.16	5778.14	3476.16	5295.14	8726.23	0	0	0	0	0	0
PPP2R2D	4501.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8753.23	0	0	0	0	0	0
ARL6IP4	6181.2	7683.25	7750.23	8342.24	12400.4	9182.27	5018.15	0	6841.22	3347.1	3785.11	0	3386.1	3114.09	3442.1	8072.26	9501.31	9128.27	3873.12	4808.16	4522.14	2656.09	3938.11	3937.11
ARID2	5596.15	8505.21	6293.17	11822.3	15631.5	11295.3	5428.15	5730.15	5930.15	0	0	0	3269.08	3317.08	3671.09	41833.1	26239.7	28543.8	0	0	0	0	0	1023.02
UTP25	5643.2	0	0	6092.2	6347.23	2948.11	0	0	0	0	0	0	0	0	0	0	3233.08	3180.08	0	0	0	0	0	0
RPGRIP1L	9897.33	11549.4	26072.9	0	0	0	8954.31	7251.19	27616.7	0	0	855.021	5570.15	8377.22	6557.17	11506.3	15015.4	14175.5	0	0	0	0	0	0
TNS3	101348	93712.1	93567.6	14290.5	21901.7	11262.4	89591.9	64507.2	96646.4	14024.4	20170.6	14689.5	25973.9	20991.8	25224.8	112089	88302	88096	1297.06	0	3710.11	4222.14	2830.09	5112.17
HAUS3	10765.3	12200.3	12244.3	0	0	0	7993.21	6533.17	10505.3	0	0	0	0	2236.06	5147.13	12012.3	6712.17	4639.2	0	0	0	0	0	0
SPTY2D1	0	0	0	0	0	0	0	0	0	0	0	0	11844.4	0	7857.25	12153.4	2199.07	15691.6	0	0	0	0	0	0
FMN1	5652.2	958.023	2997.08	0	0	0	2481.07	2721.07	4878.16	1572.04	1951.07	1440.05	0	0	938.034	1900.05	1904.05	9519.26	0	0	0	0	0	0
ANKS6	0	8698.26	11805.3	0	0	0	0	0	0	0	0	0	0	0	4180.11	0	0	0	0	0	0	0	0	0
ZFYVE26	3224.09	16605.5	14390.4	0	0	0	4051.12	22740.6	4375.13	0	0	0	0	2203.06	0	5712.21	7041.2	7113.25	0	0	0	0	0	0
MSL1	0	0	0	4507.13	5064.23	2657.08	0	0	0	0	0	0	0	0	0	4818.13	6730.19	10211.4	0	0	0	0	0	0
CRYBG3	46568.6	40644.4	49477.6	8002.23	7749.28	6584.21	49594.8	40215.4	59973	10837.3	13828.4	11577.3	79316.4	77431.4	78899.3	44108.6	50135.8	49601.8	0	0	0	1577.05	9536.22	0
INTS3	0	0	0	569.019	9180.24	4728.11	0	502.016	0	0	0	0	0	0	0	9664.25	11312.3	22106.6	0	0	0	0	0	0
ARHGAP17	60691.6	65510.7	109065	10545.3	16154.5	9123.24	93361.4	85172.2	120483	5604.14	9538.25	11525.3	25260.6	28258.7	27296.8	100360	93997.4	133107	0	0	0	3272.08	2805.07	4126.1
CDCA2	7336.26	7541.26	6930.23	49915.7	66891.4	39771.4	11648.4	13730.4	15243.5	1415.05	1271.05	0	7193.17	5161.2	6660.22	39677.5	41802.5	57375.3	0	0	0	0	0	0
CWF19L1	0	0	0	7773.25	15864.5	9100.28	0	1273.03	8126.23	0	0	0	2070.06	0	1658.04	9923.31	8633.34	14772.6	0	0	0	1287.04	0	0
VIRMA	3331.07	5384.14	6757.17	3199.09	4200.11	1969.07	1872.04	0	0	0	0	0	0	0	0	7311.2	6779.18	9307.23	0	0	0	0	0	0
SPECC1L	17173.5	13435.4	18774.5	0	0	0	30793.9	29356.8	44712.3	0	0	0	11856.3	10288.3	12298.4	16498.5	17057.5	20288.6	0	0	0	0	0	0
HEATR6	842.031	0	905.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204.04	0	0	0	0	0	0
ANKRD40	0	0	0	0	4264.13	0	6055.16	4871.12	5302.13	0	0	0	0	2076.05	0	13352.3	12353.3	2219.12	0	0	0	0	0	0
WWC2	19536.7	25589.8	29692.1	0	0	0	15345.5	9438.34	13117.5	1367.04	0	1389.04	5682.21	5447.21	6465.24	11799.3	17001.5	21798.9	0	0	0	0	0	0
BLTP3A	14560.4	5679.16	15913.9	0	0	0	3088.1	6953.19	3127.1	0	0	0	4074.1	3380.09	1793.05	5770.15	6445.18	8709.25	0	0	0	0	0	0
ATL3	5295.21	2793.09	4711.18	2839.1	2225.06	2745.09	3744.14	1987.07	2809.1	0	0	0	0	0	911.033	3544.13	3058.11	7221.26	0	0	0	0	0	0
RPL7L1	5220.14	3187.1	2033.08	3898.1	6523.18	0	4092.1	4462.11	0	1311.04	0	2741.07	0	0	0	8201.22	8938.25	9036.25	0	2854.07	1117.03	0	0	0
CDC42BPG	2383.08	0	0	0	0	0	0	0	3882.14	0	0	0	0	0	0	4488.16	1528.05	2527.07	0	0	0	0	0	0
SUMO2;SUMO3;SUMO4	15458.5	9506.3	27075.8	21419.6	17807.5	5297.16	10203.3	6008.19	24109.7	3324.1	4199.12	1974.07	4015.12	6559.21	8928.25	25931.8	23075.7	13590.4	0	1269.04	0	0	1823.06	0
TTLL5	9762.24	11862.3	12842.5	0	0	0	0	3560.1	5206.14	0	0	0	6443.18	5554.15	5810.16	9624.28	5538.16	6958.19	0	0	0	0	0	0
CIAPIN1	23165.7	19270.6	34196.1	13012.4	17836.5	7592.21	20303.7	16924.5	25308.9	3846.1	4492.13	4707.13	6510.18	6845.2	7858.23	31433	25274.8	22037.7	0	4218.12	0	2266.07	0	0
SMYD5	0	0	0	0	0	0	0	0	0	606.02	5335.13	0	0	0	0	0	0	0	6879.16	670.025	5590.15	5272.14	0	7285.2
OTUD7B	6690.26	0	12803.5	0	3257.12	0	6759.25	0	10441.4	0	0	0	0	0	0	10565.4	11993.4	12859.5	0	0	0	0	0	0
RALGAPA1	10816.3	11409.3	6669.22	0	0	0	9613.25	6160.15	15805.5	0	0	0	3336.08	3353.08	4390.11	10332.3	18211.6	15037.4	0	0	0	0	0	0
THOC7	6721.2	7698.23	7470.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELP2	0	5543.13	1310.04	0	0	0	0	0	9532.24	0	0	0	0	0	3507.09	0	0	10548.3	0	0	0	0	0	0
LAMTOR1	19096.5	5085.18	18200.6	1304.05	2311.08	1041.03	31756	21010.6	34141.1	1635.06	2159.08	1918.07	2420.09	2915.1	2396.08	47506.6	42508.2	41593.3	0	0	1712.06	0	0	0
TWF2	27354.8	27664.8	43365.1	19358.5	23406.7	19329.6	38135.3	44496.3	42261.2	8784.26	10034.3	11386.3	19548.6	21549.6	21289.6	36953.1	36861.1	41731.9	2381.07	3558.1	3233.14	2951.08	3235.1	4774.13
NCAPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2955.09	3649.11	4044.12	0	0	0	0	0	0
PHETA2	11177.3	12705.4	17463.5	0	0	0	8172.23	6152.18	13666.4	825.022	0	0	3270.09	0	4882.13	10322.3	15295.4	18102.5	0	0	0	0	0	0
RTL6	3828.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0930	5022.16	5663.14	31407.8	7151.19	8241.21	13233.3	2103.08	4715.12	4443.15	0	0	0	0	7109.19	7044.18	23407.6	8410.3	43728.2	0	0	0	0	0	0
JADE1	0	0	1914.06	2488.1	3836.18	1998.07	0	0	0	0	0	0	0	0	0	3167.13	4006.18	5039.21	0	0	0	0	0	0
SNRNP48	0	0	0	2576.07	5920.15	2772.07	0	0	0	0	0	0	0	0	0	3586.13	6338.16	8756.27	0	0	0	0	0	0
PPP4R3A	0	0	0	14122.5	21130.5	12862.3	2552.07	0	1983.06	0	0	0	0	0	0	18271.5	17831.5	19526.6	0	0	0	0	0	0
IQCE	6134.15	6335.19	9464.26	0	0	0	0	0	0	0	0	0	8427.22	7553.21	8429.23	0	0	4522.13	0	0	0	0	0	0
SPOPL	0	0	0	8391.2	5510.19	2848.09	0	0	0	0	0	0	0	0	0	3680.14	0	5220.19	0	0	0	0	0	0
ZNF770	0	0	0	2015.08	3192.11	2108.08	0	0	0	0	0	0	0	0	0	2565.1	3291.11	6819.29	0	0	0	0	0	0
RAB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300.05	0	0	0	0	0	0	0
PLEKHA7	0	0	1851.08	0	0	0	0	0	0	0	0	0	0	1052.03	1393.06	0	0	0	0	0	0	0	0	0
ADNP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2398.06	5939.15	0	0	0	0	0	0
SDE2	0	0	0	21519.6	15422.4	18436.6	0	0	2322.06	0	0	0	0	0	0	11008.3	10036.3	9214.24	0	0	0	0	0	0
TTBK2	0	1010.03	0	0	0	0	0	0	0	0	0	0	11972.5	8923.28	8198.26	0	0	0	0	0	0	0	0	0
KRT80	62602.6	61480.6	61068.4	10759.3	13323.4	6454.16	18826.5	11504.3	19212.5	4221.11	2679.09	1684.06	9372.23	7979.2	8941.21	18740.5	22359.6	19349.8	2211.08	0	2152.05	5341.12	18153.5	0
NIPBL	22794.5	23938.7	23780.5	40526.2	49507.4	33987	15683.5	16980.5	18411.5	3235.1	3649.11	0	8049.25	9030.24	11062.3	58477.4	57020.4	44993.2	0	0	0	3165.09	3695.1	4514.13
PDE12	2307.09	3781.14	4105.15	5902.17	4710.16	2122.08	2736.09	2309.09	4210.17	3190.09	4318.12	0	2633.07	3848.1	1696.06	2776.09	3303.13	6264.26	1182.04	4402.12	3365.1	3435.1	3836.1	1606.06
LIN54	3475.12	0	5496.22	10059.5	15147.6	5552.18	1667.06	1071.04	3923.16	0	0	0	3020.12	3858.11	2835.11	19598.8	13906.6	11075.3	0	0	0	0	0	0
PRR5L	5705.18	0	0	0	0	0	2365.07	0	4436.12	0	0	0	2320.07	2636.08	14182.4	2913.09	4613.14	5871.17	0	0	0	0	0	0
TET2	0	0	0	8608.23	8871.28	4467.14	0	0	0	0	0	0	0	0	0	12764.3	12669.4	15443.4	0	0	0	0	0	0
ZNF280D	0	0	0	18459.7	39226.4	19301.7	5946.22	0	9044.34	0	0	0	5978.19	4864.17	5342.2	33221.2	34832.3	52431.8	0	0	0	0	0	0
ALKBH2	0	0	0	3063.11	0	2469.08	0	0	0	0	0	0	1498.05	0	0	0	0	0	0	0	0	0	0	0
ZSCAN25	0	0	0	6418.21	9572.28	5024.16	0	0	0	0	0	0	0	0	0	8832.3	10443.3	9843.32	0	0	0	0	0	0
HMBOX1	9173.24	4464.16	3244.08	8053.21	16346.5	13898.4	1363.05	2173.05	2714.08	0	0	0	1545.05	0	0	9289.32	5804.21	8958.3	0	0	0	0	0	0
MRNIP	0	0	0	3475.14	0	1828.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHBDD2	13406.6	14915.7	18019.8	23723	34003.6	23659	7331.32	5024.2	9674.42	1718.07	1863.09	1402.06	1512.07	3057.15	0	11227.5	11185.5	20767	958.039	0	0	1342.05	0	0
SLC25A24	5870.15	5512.16	8203.24	0	0	0	4994.14	0	32204.9	0	0	0	0	9337.25	2494.07	0	8295.25	9652.25	0	0	0	0	0	0
RETSAT	0	0	0	1758.05	2549.06	3435.11	0	0	717.027	0	0	0	0	0	0	0	0	1655.06	0	0	0	0	0	0
ZNF746;ZNF767P;ZNF783	0	0	0	3001.1	0	1504.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RINT1	9036.25	10625.3	10480.5	1705.08	0	0	4806.22	3360.15	8942.23	0	0	1475.07	2893.08	0	894.033	6346.27	4986.2	14637.4	0	0	0	0	0	0
TMEM214	0	0	0	10005.3	15212.4	9222.29	0	0	0	0	0	0	0	0	0	0	3908.14	0	0	0	0	0	0	0
HIBCH	1863.06	1481.05	2399.08	0	1122.04	0	0	0	0	0	0	0	0	0	0	0	0	2763.09	0	0	0	0	0	0
PRPF40B	0	0	0	2211.05	3795.12	1176.04	0	0	0	0	0	0	0	0	0	4608.15	5847.19	4890.16	0	0	0	0	0	0
ARMC6	0	0	0	0	0	0	4163.12	0	0	0	0	0	0	0	0	0	0	2238.1	0	0	0	0	0	0
SLC30A6	9106.29	0	10121.4	0	6836.22	2133.07	8593.27	6398.21	8213.26	0	0	0	0	0	0	15659.5	15598.5	12575.4	0	0	0	0	0	0
PPP1R18	22154.6	22632.6	30345.9	7262.23	7641.23	3517.09	92114.6	67616.9	107130	4829.16	5465.17	3700.11	6885.21	7281.24	5985.18	33630	33387	47402.3	0	0	0	0	2313.06	0
MZT2A;MZT2B	1347.04	1968.07	2050.08	0	0	0	1015.04	1221.05	2482.13	0	0	0	641.02	923.031	183.007	1819.06	2972.15	3620.19	0	0	0	0	0	0
CAVIN1	2241.11	4544.15	4566.19	0	0	0	2380.11	2172.12	2662.13	605.03	0	0	1556.08	1331.07	823.041	5608.29	4461.22	7849.41	0	0	0	0	0	0
ZCCHC8	0	0	0	3269.13	4478.16	2265.06	0	0	0	0	0	0	0	0	0	13457.5	6815.26	14556.6	0	0	0	0	0	0
MIS18BP1	11399.3	10643.3	8549.3	10793.4	15435.5	8331.24	605.02	4537.15	3042.08	0	0	0	15441.5	17853.6	18590.5	16136.5	14460.4	8476.23	0	0	0	0	0	0
MAST2	15724.4	15341.4	22049.6	5772.16	6096.16	1859.06	21794.6	59156.8	15814.5	0	0	3205.11	9744.27	9380.25	10803.3	15074.4	15621.4	43616.2	0	0	0	0	0	0
DHX57	25612.6	26235.6	26965.7	3765.1	5098.13	2600.08	21791.6	21862.5	31670.8	3987.1	4178.11	5318.13	14765.4	16781.4	15767.4	67171.8	80094.8	82906	0	0	0	0	0	0
MRPL54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2948.08	0
LPCAT3	0	0	0	0	9981.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC73	8255.23	8771.24	10874.3	40021.1	43774.2	33433.2	6265.17	5884.17	8729.22	4682.11	2370.06	0	36420.3	13094.4	9431.24	74367.9	33918.9	201332	0	1616.05	0	1503.04	1551.05	1861.05
